---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 12:48:46 (uptime: 0d, 00h 00m 09s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
decoder.udp                                                  | Total                     | 6320
decoder.icmpv4                                               | Total                     | 1
decoder.icmpv6                                               | Total                     | 126
decoder.avg_pkt_size                                         | Total                     | 365
decoder.max_pkt_size                                         | Total                     | 52855
tcp.active_sessions                                          | Total                     | 470
flow.total                                                   | Total                     | 823
flow.active                                                  | Total                     | 804
flow.tcp                                                     | Total                     | 521
flow.udp                                                     | Total                     | 292
flow.icmpv6                                                  | Total                     | 10
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 16
decoder.event.icmpv6.unknown_code                            | Total                     | 3
decoder.event.ipv6.zero_len_padn                             | Total                     | 6
flow.wrk.flows_evicted_needs_work                            | Total                     | 1
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 1
flow.wrk.flows_evicted                                       | Total                     | 19
tcp.sessions                                                 | Total                     | 472
tcp.ssn_from_cache                                           | Total                     | 2
tcp.ssn_from_pool                                            | Total                     | 470
tcp.segment_from_cache                                       | Total                     | 74
tcp.segment_from_pool                                        | Total                     | 2266
tcp.overlap                                                  | Total                     | 17
detect.alert                                                 | Total                     | 24849
detect.alerts_suppressed                                     | Total                     | 55
app_layer.flow.http                                          | Total                     | 334
app_layer.tx.http                                            | Total                     | 334
app_layer.flow.tls                                           | Total                     | 94
app_layer.flow.quic                                          | Total                     | 41
app_layer.tx.quic                                            | Total                     | 247
app_layer.flow.mdns                                          | Total                     | 12
app_layer.tx.mdns                                            | Total                     | 649
app_layer.flow.failed_udp                                    | Total                     | 3
app_layer.flow.dns_udp                                       | Total                     | 109
app_layer.tx.dns_udp                                         | Total                     | 246
app_layer.flow.sip_udp                                       | Total                     | 127
app_layer.error.sip_udp.parser                               | Total                     | 1664
flow.end.state.new                                           | Total                     | 17
flow.end.state.closed                                        | Total                     | 2
flow.end.tcp_state.closed                                    | Total                     | 2
flow.mgr.full_hash_pass                                      | Total                     | 64
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 869
flow.mgr.flows_notimeout                                     | Total                     | 869
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961952
tcp.reassembly_memuse                                        | Total                     | 4423680
http.memuse                                                  | Total                     | 127659
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 13:45:18 (uptime: 0d, 00h 07m 53s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 48995
decoder.bytes                                                | Total                     | 17895448
decoder.ipv4                                                 | Total                     | 43865
decoder.ipv6                                                 | Total                     | 5130
decoder.tcp                                                  | Total                     | 42241
tcp.syn                                                      | Total                     | 600
tcp.synack                                                   | Total                     | 434
tcp.rst                                                      | Total                     | 228
decoder.udp                                                  | Total                     | 6608
decoder.icmpv4                                               | Total                     | 1
decoder.icmpv6                                               | Total                     | 129
decoder.avg_pkt_size                                         | Total                     | 365
decoder.max_pkt_size                                         | Total                     | 52855
tcp.active_sessions                                          | Total                     | 470
flow.total                                                   | Total                     | 828
flow.active                                                  | Total                     | 807
flow.tcp                                                     | Total                     | 521
flow.udp                                                     | Total                     | 295
flow.icmpv6                                                  | Total                     | 12
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 16
decoder.event.icmpv6.unknown_code                            | Total                     | 4
decoder.event.ipv6.zero_len_padn                             | Total                     | 8
flow.wrk.flows_evicted_needs_work                            | Total                     | 1
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 1
flow.wrk.flows_evicted                                       | Total                     | 21
tcp.sessions                                                 | Total                     | 472
tcp.ssn_from_cache                                           | Total                     | 2
tcp.ssn_from_pool                                            | Total                     | 470
tcp.segment_from_cache                                       | Total                     | 74
tcp.segment_from_pool                                        | Total                     | 2268
tcp.overlap                                                  | Total                     | 17
detect.alert                                                 | Total                     | 25190
detect.alerts_suppressed                                     | Total                     | 58
app_layer.flow.http                                          | Total                     | 334
app_layer.tx.http                                            | Total                     | 334
app_layer.flow.tls                                           | Total                     | 94
app_layer.flow.quic                                          | Total                     | 43
app_layer.tx.quic                                            | Total                     | 264
app_layer.flow.mdns                                          | Total                     | 12
app_layer.tx.mdns                                            | Total                     | 674
app_layer.flow.failed_udp                                    | Total                     | 3
app_layer.flow.dns_udp                                       | Total                     | 109
app_layer.tx.dns_udp                                         | Total                     | 246
app_layer.flow.sip_udp                                       | Total                     | 128
app_layer.error.sip_udp.parser                               | Total                     | 1675
flow.end.state.new                                           | Total                     | 19
flow.end.state.closed                                        | Total                     | 2
flow.end.tcp_state.closed                                    | Total                     | 2
flow.mgr.full_hash_pass                                      | Total                     | 65
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 874
flow.mgr.flows_notimeout                                     | Total                     | 874
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961952
tcp.reassembly_memuse                                        | Total                     | 4427776
http.memuse                                                  | Total                     | 127995
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 13:45:26 (uptime: 0d, 00h 08m 01s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 50294
decoder.bytes                                                | Total                     | 18382259
decoder.ipv4                                                 | Total                     | 44820
decoder.ipv6                                                 | Total                     | 5474
decoder.tcp                                                  | Total                     | 43152
tcp.syn                                                      | Total                     | 608
tcp.synack                                                   | Total                     | 437
tcp.rst                                                      | Total                     | 230
decoder.udp                                                  | Total                     | 6994
decoder.icmpv4                                               | Total                     | 1
decoder.icmpv6                                               | Total                     | 131
decoder.avg_pkt_size                                         | Total                     | 365
decoder.max_pkt_size                                         | Total                     | 52855
tcp.active_sessions                                          | Total                     | 475
flow.total                                                   | Total                     | 845
flow.active                                                  | Total                     | 823
flow.tcp                                                     | Total                     | 527
flow.udp                                                     | Total                     | 306
flow.icmpv6                                                  | Total                     | 12
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 16
decoder.event.icmpv6.unknown_code                            | Total                     | 4
decoder.event.ipv6.zero_len_padn                             | Total                     | 8
flow.wrk.flows_evicted_needs_work                            | Total                     | 1
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 1
flow.wrk.flows_evicted                                       | Total                     | 22
tcp.sessions                                                 | Total                     | 478
tcp.ssn_from_cache                                           | Total                     | 2
tcp.ssn_from_pool                                            | Total                     | 476
tcp.segment_from_cache                                       | Total                     | 76
tcp.segment_from_pool                                        | Total                     | 2289
tcp.overlap                                                  | Total                     | 17
detect.alert                                                 | Total                     | 25700
detect.alerts_suppressed                                     | Total                     | 62
app_layer.flow.http                                          | Total                     | 336
app_layer.tx.http                                            | Total                     | 336
app_layer.flow.tls                                           | Total                     | 94
app_layer.flow.quic                                          | Total                     | 45
app_layer.tx.quic                                            | Total                     | 279
app_layer.flow.mdns                                          | Total                     | 12
app_layer.tx.mdns                                            | Total                     | 682
app_layer.flow.failed_udp                                    | Total                     | 3
app_layer.flow.dns_udp                                       | Total                     | 115
app_layer.tx.dns_udp                                         | Total                     | 258
app_layer.flow.sip_udp                                       | Total                     | 131
app_layer.error.sip_udp.parser                               | Total                     | 1710
flow.end.state.new                                           | Total                     | 19
flow.end.state.closed                                        | Total                     | 3
flow.end.tcp_state.closed                                    | Total                     | 3
flow.mgr.full_hash_pass                                      | Total                     | 66
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 896
flow.mgr.flows_notimeout                                     | Total                     | 896
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961984
tcp.reassembly_memuse                                        | Total                     | 4433920
http.memuse                                                  | Total                     | 127995
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 13:45:34 (uptime: 0d, 00h 08m 09s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 51403
decoder.bytes                                                | Total                     | 18818477
decoder.ipv4                                                 | Total                     | 45794
decoder.ipv6                                                 | Total                     | 5609
decoder.tcp                                                  | Total                     | 44103
tcp.syn                                                      | Total                     | 619
tcp.synack                                                   | Total                     | 442
tcp.rst                                                      | Total                     | 238
decoder.udp                                                  | Total                     | 7145
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 137
decoder.avg_pkt_size                                         | Total                     | 366
decoder.max_pkt_size                                         | Total                     | 52855
tcp.active_sessions                                          | Total                     | 481
flow.total                                                   | Total                     | 859
flow.active                                                  | Total                     | 837
flow.tcp                                                     | Total                     | 533
flow.udp                                                     | Total                     | 314
flow.icmpv6                                                  | Total                     | 12
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 16
decoder.event.icmpv6.unknown_code                            | Total                     | 4
decoder.event.ipv6.zero_len_padn                             | Total                     | 8
flow.wrk.flows_evicted_needs_work                            | Total                     | 1
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 1
flow.wrk.flows_evicted                                       | Total                     | 22
tcp.sessions                                                 | Total                     | 484
tcp.ssn_from_cache                                           | Total                     | 3
tcp.ssn_from_pool                                            | Total                     | 481
tcp.segment_from_cache                                       | Total                     | 77
tcp.segment_from_pool                                        | Total                     | 2346
tcp.overlap                                                  | Total                     | 17
detect.alert                                                 | Total                     | 26212
detect.alerts_suppressed                                     | Total                     | 62
app_layer.flow.http                                          | Total                     | 337
app_layer.tx.http                                            | Total                     | 337
app_layer.flow.tls                                           | Total                     | 98
app_layer.flow.quic                                          | Total                     | 46
app_layer.tx.quic                                            | Total                     | 284
app_layer.flow.mdns                                          | Total                     | 12
app_layer.tx.mdns                                            | Total                     | 691
app_layer.flow.failed_udp                                    | Total                     | 3
app_layer.flow.dns_udp                                       | Total                     | 120
app_layer.tx.dns_udp                                         | Total                     | 270
app_layer.flow.sip_udp                                       | Total                     | 133
app_layer.error.sip_udp.parser                               | Total                     | 1744
flow.end.state.new                                           | Total                     | 19
flow.end.state.closed                                        | Total                     | 3
flow.end.tcp_state.closed                                    | Total                     | 3
flow.mgr.full_hash_pass                                      | Total                     | 67
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 904
flow.mgr.flows_notimeout                                     | Total                     | 904
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961984
tcp.reassembly_memuse                                        | Total                     | 4485120
http.memuse                                                  | Total                     | 128331
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 13:45:42 (uptime: 0d, 00h 08m 17s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 52124
decoder.bytes                                                | Total                     | 19069394
decoder.ipv4                                                 | Total                     | 46420
decoder.ipv6                                                 | Total                     | 5704
decoder.tcp                                                  | Total                     | 44688
tcp.syn                                                      | Total                     | 622
tcp.synack                                                   | Total                     | 444
tcp.rst                                                      | Total                     | 242
decoder.udp                                                  | Total                     | 7280
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 138
decoder.avg_pkt_size                                         | Total                     | 365
decoder.max_pkt_size                                         | Total                     | 52855
tcp.active_sessions                                          | Total                     | 483
flow.total                                                   | Total                     | 863
flow.active                                                  | Total                     | 841
flow.tcp                                                     | Total                     | 535
flow.udp                                                     | Total                     | 316
flow.icmpv6                                                  | Total                     | 12
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 16
decoder.event.icmpv6.unknown_code                            | Total                     | 4
decoder.event.ipv6.zero_len_padn                             | Total                     | 8
flow.wrk.flows_evicted_needs_work                            | Total                     | 1
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 1
flow.wrk.flows_evicted                                       | Total                     | 22
tcp.sessions                                                 | Total                     | 486
tcp.ssn_from_cache                                           | Total                     | 3
tcp.ssn_from_pool                                            | Total                     | 483
tcp.segment_from_cache                                       | Total                     | 80
tcp.segment_from_pool                                        | Total                     | 2356
tcp.overlap                                                  | Total                     | 17
detect.alert                                                 | Total                     | 26543
detect.alerts_suppressed                                     | Total                     | 62
app_layer.flow.http                                          | Total                     | 339
app_layer.tx.http                                            | Total                     | 339
app_layer.flow.tls                                           | Total                     | 98
app_layer.flow.quic                                          | Total                     | 46
app_layer.tx.quic                                            | Total                     | 284
app_layer.flow.mdns                                          | Total                     | 12
app_layer.tx.mdns                                            | Total                     | 696
app_layer.flow.failed_udp                                    | Total                     | 3
app_layer.flow.dns_udp                                       | Total                     | 120
app_layer.tx.dns_udp                                         | Total                     | 270
app_layer.flow.sip_udp                                       | Total                     | 135
app_layer.error.sip_udp.parser                               | Total                     | 1764
flow.end.state.new                                           | Total                     | 19
flow.end.state.closed                                        | Total                     | 3
flow.end.tcp_state.closed                                    | Total                     | 3
flow.mgr.full_hash_pass                                      | Total                     | 69
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 918
flow.mgr.flows_notimeout                                     | Total                     | 918
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961984
tcp.reassembly_memuse                                        | Total                     | 4497408
http.memuse                                                  | Total                     | 130032
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 13:45:51 (uptime: 0d, 00h 08m 26s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 53083
decoder.bytes                                                | Total                     | 19468594
decoder.ipv4                                                 | Total                     | 47216
decoder.ipv6                                                 | Total                     | 5867
decoder.tcp                                                  | Total                     | 45456
tcp.syn                                                      | Total                     | 622
tcp.synack                                                   | Total                     | 444
tcp.rst                                                      | Total                     | 242
decoder.udp                                                  | Total                     | 7468
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 141
decoder.avg_pkt_size                                         | Total                     | 366
decoder.max_pkt_size                                         | Total                     | 52855
tcp.active_sessions                                          | Total                     | 483
flow.total                                                   | Total                     | 865
flow.active                                                  | Total                     | 842
flow.tcp                                                     | Total                     | 535
flow.udp                                                     | Total                     | 318
flow.icmpv6                                                  | Total                     | 12
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 16
decoder.event.icmpv6.unknown_code                            | Total                     | 4
decoder.event.ipv6.zero_len_padn                             | Total                     | 8
flow.wrk.flows_evicted_needs_work                            | Total                     | 1
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 1
flow.wrk.flows_evicted                                       | Total                     | 23
tcp.sessions                                                 | Total                     | 486
tcp.ssn_from_cache                                           | Total                     | 3
tcp.ssn_from_pool                                            | Total                     | 483
tcp.segment_from_cache                                       | Total                     | 84
tcp.segment_from_pool                                        | Total                     | 2373
tcp.overlap                                                  | Total                     | 22
detect.alert                                                 | Total                     | 26969
detect.alerts_suppressed                                     | Total                     | 65
app_layer.flow.http                                          | Total                     | 339
app_layer.tx.http                                            | Total                     | 339
app_layer.flow.tls                                           | Total                     | 98
app_layer.flow.quic                                          | Total                     | 46
app_layer.tx.quic                                            | Total                     | 284
app_layer.flow.mdns                                          | Total                     | 12
app_layer.tx.mdns                                            | Total                     | 720
app_layer.flow.failed_udp                                    | Total                     | 3
app_layer.flow.dns_udp                                       | Total                     | 120
app_layer.tx.dns_udp                                         | Total                     | 270
app_layer.flow.sip_udp                                       | Total                     | 137
app_layer.error.sip_udp.parser                               | Total                     | 1792
flow.end.state.new                                           | Total                     | 19
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 3
flow.end.tcp_state.closed                                    | Total                     | 3
flow.mgr.full_hash_pass                                      | Total                     | 70
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 920
flow.mgr.flows_notimeout                                     | Total                     | 920
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961984
tcp.reassembly_memuse                                        | Total                     | 4511744
http.memuse                                                  | Total                     | 130032
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 13:45:59 (uptime: 0d, 00h 08m 34s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 54135
decoder.bytes                                                | Total                     | 19935695
decoder.ipv4                                                 | Total                     | 48158
decoder.ipv6                                                 | Total                     | 5989
decoder.tcp                                                  | Total                     | 46320
tcp.syn                                                      | Total                     | 629
tcp.synack                                                   | Total                     | 447
tcp.rst                                                      | Total                     | 246
decoder.udp                                                  | Total                     | 7641
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 144
decoder.avg_pkt_size                                         | Total                     | 368
decoder.max_pkt_size                                         | Total                     | 52855
tcp.active_sessions                                          | Total                     | 488
flow.total                                                   | Total                     | 884
flow.active                                                  | Total                     | 861
flow.tcp                                                     | Total                     | 542
flow.udp                                                     | Total                     | 330
flow.icmpv6                                                  | Total                     | 12
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
defrag.ipv4.fragments                                        | Total                     | 24
defrag.ipv4.reassembled                                      | Total                     | 12
decoder.event.ipv4.opt_pad_required                          | Total                     | 16
decoder.event.icmpv6.unknown_code                            | Total                     | 4
decoder.event.ipv6.zero_len_padn                             | Total                     | 8
flow.wrk.flows_evicted_needs_work                            | Total                     | 1
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 1
flow.wrk.flows_evicted                                       | Total                     | 23
tcp.sessions                                                 | Total                     | 491
tcp.ssn_from_cache                                           | Total                     | 3
tcp.ssn_from_pool                                            | Total                     | 488
