---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 12:48:46 (uptime: 0d, 00h 00m 09s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
flow.mgr.flows_checked                                       | Total                     | 1601
flow.mgr.flows_notimeout                                     | Total                     | 1601
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.mgr.tracker_timeout                                   | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961512
tcp.reassembly_memuse                                        | Total                     | 10320532
http.memuse                                                  | Total                     | 4368
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:55:29 (uptime: 0d, 00h 11m 22s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 106180
decoder.bytes                                                | Total                     | 82620374
decoder.ipv4                                                 | Total                     | 30052
decoder.ipv6                                                 | Total                     | 76142
decoder.tcp                                                  | Total                     | 47658
tcp.syn                                                      | Total                     | 699
tcp.synack                                                   | Total                     | 642
tcp.rst                                                      | Total                     | 391
decoder.udp                                                  | Total                     | 58217
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 234
decoder.avg_pkt_size                                         | Total                     | 778
decoder.max_pkt_size                                         | Total                     | 2309
tcp.active_sessions                                          | Total                     | 643
flow.total                                                   | Total                     | 1268
flow.active                                                  | Total                     | 1214
flow.tcp                                                     | Total                     | 675
flow.udp                                                     | Total                     | 567
flow.icmpv6                                                  | Total                     | 26
flow.tcp_reuse                                               | Total                     | 6
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
defrag.ipv4.fragments                                        | Total                     | 28
defrag.ipv4.reassembled                                      | Total                     | 14
decoder.event.ipv4.opt_pad_required                          | Total                     | 55
decoder.event.icmpv6.unknown_code                            | Total                     | 33
decoder.event.ipv6.zero_len_padn                             | Total                     | 60
flow.wrk.flows_evicted_needs_work                            | Total                     | 8
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 54
tcp.sessions                                                 | Total                     | 651
tcp.ssn_from_cache                                           | Total                     | 8
tcp.ssn_from_pool                                            | Total                     | 643
tcp.segment_from_cache                                       | Total                     | 5909
tcp.segment_from_pool                                        | Total                     | 11901
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 95
tcp.overlap_diff_data                                        | Total                     | 2
detect.alert                                                 | Total                     | 12206
detect.alerts_suppressed                                     | Total                     | 233
app_layer.flow.http                                          | Total                     | 13
app_layer.tx.http                                            | Total                     | 13
app_layer.flow.tls                                           | Total                     | 494
app_layer.flow.quic                                          | Total                     | 155
app_layer.tx.quic                                            | Total                     | 960
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 256
app_layer.flow.failed_udp                                    | Total                     | 7
app_layer.flow.dns_udp                                       | Total                     | 196
app_layer.tx.dns_udp                                         | Total                     | 630
app_layer.flow.sip_udp                                       | Total                     | 185
app_layer.error.sip_udp.parser                               | Total                     | 2390
flow.end.state.new                                           | Total                     | 45
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 8
flow.end.tcp_state.closed                                    | Total                     | 8
flow.mgr.full_hash_pass                                      | Total                     | 94
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1630
flow.mgr.flows_notimeout                                     | Total                     | 1630
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.mgr.tracker_timeout                                   | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961512
tcp.reassembly_memuse                                        | Total                     | 10363540
http.memuse                                                  | Total                     | 4368
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:55:37 (uptime: 0d, 00h 11m 30s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 106526
decoder.bytes                                                | Total                     | 82690632
decoder.ipv4                                                 | Total                     | 30297
decoder.ipv6                                                 | Total                     | 76243
decoder.tcp                                                  | Total                     | 47926
tcp.syn                                                      | Total                     | 712
tcp.synack                                                   | Total                     | 650
tcp.rst                                                      | Total                     | 400
decoder.udp                                                  | Total                     | 58293
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 236
decoder.avg_pkt_size                                         | Total                     | 776
decoder.max_pkt_size                                         | Total                     | 2309
tcp.active_sessions                                          | Total                     | 652
flow.total                                                   | Total                     | 1281
flow.active                                                  | Total                     | 1227
flow.tcp                                                     | Total                     | 684
flow.udp                                                     | Total                     | 571
flow.icmpv6                                                  | Total                     | 26
flow.tcp_reuse                                               | Total                     | 6
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
defrag.ipv4.fragments                                        | Total                     | 28
defrag.ipv4.reassembled                                      | Total                     | 14
decoder.event.ipv4.opt_pad_required                          | Total                     | 55
decoder.event.icmpv6.unknown_code                            | Total                     | 33
decoder.event.ipv6.zero_len_padn                             | Total                     | 60
flow.wrk.flows_evicted_needs_work                            | Total                     | 8
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 54
tcp.sessions                                                 | Total                     | 660
tcp.ssn_from_cache                                           | Total                     | 8
tcp.ssn_from_pool                                            | Total                     | 652
tcp.segment_from_cache                                       | Total                     | 5913
tcp.segment_from_pool                                        | Total                     | 11995
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 100
tcp.overlap_diff_data                                        | Total                     | 2
detect.alert                                                 | Total                     | 12311
detect.alerts_suppressed                                     | Total                     | 237
app_layer.flow.http                                          | Total                     | 14
app_layer.tx.http                                            | Total                     | 14
app_layer.flow.tls                                           | Total                     | 499
app_layer.flow.quic                                          | Total                     | 156
app_layer.tx.quic                                            | Total                     | 963
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 257
app_layer.flow.failed_udp                                    | Total                     | 7
app_layer.flow.dns_udp                                       | Total                     | 197
app_layer.tx.dns_udp                                         | Total                     | 636
app_layer.flow.sip_udp                                       | Total                     | 187
app_layer.error.sip_udp.parser                               | Total                     | 2414
flow.end.state.new                                           | Total                     | 45
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 8
flow.end.tcp_state.closed                                    | Total                     | 8
flow.mgr.full_hash_pass                                      | Total                     | 96
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1645
flow.mgr.flows_notimeout                                     | Total                     | 1645
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.mgr.tracker_timeout                                   | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961512
tcp.reassembly_memuse                                        | Total                     | 10402452
http.memuse                                                  | Total                     | 4704
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:55:45 (uptime: 0d, 00h 11m 38s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 106730
decoder.bytes                                                | Total                     | 82738280
decoder.ipv4                                                 | Total                     | 30483
decoder.ipv6                                                 | Total                     | 76261
decoder.tcp                                                  | Total                     | 48079
tcp.syn                                                      | Total                     | 717
tcp.synack                                                   | Total                     | 655
tcp.rst                                                      | Total                     | 404
decoder.udp                                                  | Total                     | 58342
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 238
decoder.avg_pkt_size                                         | Total                     | 775
decoder.max_pkt_size                                         | Total                     | 2309
tcp.active_sessions                                          | Total                     | 657
flow.total                                                   | Total                     | 1289
flow.active                                                  | Total                     | 1235
flow.tcp                                                     | Total                     | 689
flow.udp                                                     | Total                     | 574
flow.icmpv6                                                  | Total                     | 26
flow.tcp_reuse                                               | Total                     | 6
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
defrag.ipv4.fragments                                        | Total                     | 28
defrag.ipv4.reassembled                                      | Total                     | 14
decoder.event.ipv4.opt_pad_required                          | Total                     | 55
decoder.event.icmpv6.unknown_code                            | Total                     | 33
decoder.event.ipv6.zero_len_padn                             | Total                     | 60
flow.wrk.flows_evicted_needs_work                            | Total                     | 8
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 54
tcp.sessions                                                 | Total                     | 665
tcp.ssn_from_cache                                           | Total                     | 8
tcp.ssn_from_pool                                            | Total                     | 657
tcp.segment_from_cache                                       | Total                     | 5915
tcp.segment_from_pool                                        | Total                     | 12056
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 102
tcp.overlap_diff_data                                        | Total                     | 2
detect.alert                                                 | Total                     | 12379
detect.alerts_suppressed                                     | Total                     | 239
app_layer.flow.http                                          | Total                     | 14
app_layer.tx.http                                            | Total                     | 14
app_layer.flow.tls                                           | Total                     | 503
app_layer.flow.quic                                          | Total                     | 156
app_layer.tx.quic                                            | Total                     | 963
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 257
app_layer.flow.failed_udp                                    | Total                     | 7
app_layer.flow.dns_udp                                       | Total                     | 197
app_layer.tx.dns_udp                                         | Total                     | 638
app_layer.flow.sip_udp                                       | Total                     | 190
app_layer.error.sip_udp.parser                               | Total                     | 2450
flow.end.state.new                                           | Total                     | 45
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 8
flow.end.tcp_state.closed                                    | Total                     | 8
flow.mgr.full_hash_pass                                      | Total                     | 96
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1656
flow.mgr.flows_notimeout                                     | Total                     | 1656
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.mgr.tracker_timeout                                   | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961512
tcp.reassembly_memuse                                        | Total                     | 10433172
http.memuse                                                  | Total                     | 4704
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:55:53 (uptime: 0d, 00h 11m 46s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 107001
decoder.bytes                                                | Total                     | 82786319
decoder.ipv4                                                 | Total                     | 30632
decoder.ipv6                                                 | Total                     | 76383
decoder.tcp                                                  | Total                     | 48317
tcp.syn                                                      | Total                     | 722
tcp.synack                                                   | Total                     | 660
tcp.rst                                                      | Total                     | 416
decoder.udp                                                  | Total                     | 58374
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 239
decoder.avg_pkt_size                                         | Total                     | 773
decoder.max_pkt_size                                         | Total                     | 2309
tcp.active_sessions                                          | Total                     | 662
flow.total                                                   | Total                     | 1296
flow.active                                                  | Total                     | 1242
flow.tcp                                                     | Total                     | 694
flow.udp                                                     | Total                     | 576
flow.icmpv6                                                  | Total                     | 26
flow.tcp_reuse                                               | Total                     | 6
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
defrag.ipv4.fragments                                        | Total                     | 28
defrag.ipv4.reassembled                                      | Total                     | 14
decoder.event.ipv4.opt_pad_required                          | Total                     | 55
decoder.event.icmpv6.unknown_code                            | Total                     | 33
decoder.event.ipv6.zero_len_padn                             | Total                     | 60
flow.wrk.flows_evicted_needs_work                            | Total                     | 8
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 54
tcp.sessions                                                 | Total                     | 670
tcp.ssn_from_cache                                           | Total                     | 8
tcp.ssn_from_pool                                            | Total                     | 662
tcp.segment_from_cache                                       | Total                     | 5920
tcp.segment_from_pool                                        | Total                     | 12123
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 106
tcp.overlap_diff_data                                        | Total                     | 2
detect.alert                                                 | Total                     | 12445
detect.alerts_suppressed                                     | Total                     | 239
app_layer.flow.http                                          | Total                     | 14
app_layer.tx.http                                            | Total                     | 14
app_layer.flow.tls                                           | Total                     | 507
app_layer.flow.quic                                          | Total                     | 156
app_layer.tx.quic                                            | Total                     | 963
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 257
app_layer.flow.failed_udp                                    | Total                     | 7
app_layer.flow.dns_udp                                       | Total                     | 198
app_layer.tx.dns_udp                                         | Total                     | 646
app_layer.flow.sip_udp                                       | Total                     | 191
app_layer.error.sip_udp.parser                               | Total                     | 2470
flow.end.state.new                                           | Total                     | 45
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 8
flow.end.tcp_state.closed                                    | Total                     | 8
flow.mgr.full_hash_pass                                      | Total                     | 98
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1669
flow.mgr.flows_notimeout                                     | Total                     | 1669
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.mgr.tracker_timeout                                   | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 10521236
http.memuse                                                  | Total                     | 4704
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:56:01 (uptime: 0d, 00h 11m 54s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 107530
decoder.bytes                                                | Total                     | 82926863
decoder.ipv4                                                 | Total                     | 30785
decoder.ipv6                                                 | Total                     | 76759
decoder.tcp                                                  | Total                     | 48691
tcp.syn                                                      | Total                     | 731
tcp.synack                                                   | Total                     | 669
tcp.rst                                                      | Total                     | 419
decoder.udp                                                  | Total                     | 58526
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 242
decoder.avg_pkt_size                                         | Total                     | 771
decoder.max_pkt_size                                         | Total                     | 2309
tcp.active_sessions                                          | Total                     | 671
flow.total                                                   | Total                     | 1311
flow.active                                                  | Total                     | 1257
flow.tcp                                                     | Total                     | 703
flow.udp                                                     | Total                     | 582
flow.icmpv6                                                  | Total                     | 26
flow.tcp_reuse                                               | Total                     | 6
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
defrag.ipv4.fragments                                        | Total                     | 28
defrag.ipv4.reassembled                                      | Total                     | 14
decoder.event.ipv4.opt_pad_required                          | Total                     | 55
decoder.event.icmpv6.unknown_code                            | Total                     | 33
decoder.event.ipv6.zero_len_padn                             | Total                     | 60
flow.wrk.flows_evicted_needs_work                            | Total                     | 8
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 54
tcp.sessions                                                 | Total                     | 679
tcp.ssn_from_cache                                           | Total                     | 8
tcp.ssn_from_pool                                            | Total                     | 671
tcp.segment_from_cache                                       | Total                     | 5923
tcp.segment_from_pool                                        | Total                     | 12251
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 110
tcp.overlap_diff_data                                        | Total                     | 3
detect.alert                                                 | Total                     | 12499
detect.alerts_suppressed                                     | Total                     | 241
app_layer.flow.http                                          | Total                     | 14
app_layer.tx.http                                            | Total                     | 14
app_layer.flow.tls                                           | Total                     | 513
app_layer.flow.quic                                          | Total                     | 158
app_layer.tx.quic                                            | Total                     | 975
app_layer.flow.mdns                                          | Total                     | 24
app_layer.tx.mdns                                            | Total                     | 257
app_layer.flow.failed_udp                                    | Total                     | 7
app_layer.flow.dns_udp                                       | Total                     | 199
app_layer.tx.dns_udp                                         | Total                     | 652
app_layer.flow.sip_udp                                       | Total                     | 194
app_layer.error.sip_udp.parser                               | Total                     | 2505
flow.end.state.new                                           | Total                     | 45
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 8
flow.end.tcp_state.closed                                    | Total                     | 8
flow.mgr.full_hash_pass                                      | Total                     | 99
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9600
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1727
flow.mgr.flows_notimeout                                     | Total                     | 1727
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.mgr.tracker_timeout                                   | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 10554004
http.memuse                                                  | Total                     | 4704
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7151104
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:56:09 (uptime: 0d, 00h 12m 02s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 107722
decoder.bytes                                                | Total                     | 82965847
decoder.ipv4                                                 | Total                     | 30928
decoder.ipv6                                                 | Total                     | 76808
decoder.tcp                                                  | Total                     | 48846
tcp.syn                                                      | Total                     | 735
tcp.synack                                                   | Total                     | 673
tcp.rst                                                      | Total                     | 423
decoder.udp                                                  | Total                     | 58562
decoder.icmpv4                                               | Total                     | 2
decoder.icmpv6                                               | Total                     | 243
decoder.avg_pkt_size                                         | Total                     | 770
decoder.max_pkt_size                                         | Total                     | 2309
tcp.active_sessions                                          | Total                     | 675
flow.total                                                   | Total                     | 1318
flow.active                                                  | Total                     | 1263
flow.tcp                                                     | Total                     | 707
flow.udp                                                     | Total                     | 585
flow.icmpv6                                                  | Total                     | 26
flow.tcp_reuse                                               | Total                     | 6
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
defrag.ipv4.fragments                                        | Total                     | 28
defrag.ipv4.reassembled                                      | Total                     | 14
decoder.event.ipv4.opt_pad_required                          | Total                     | 55
decoder.event.icmpv6.unknown_code                            | Total                     | 33
decoder.event.ipv6.zero_len_padn                             | Total                     | 60
flow.wrk.flows_evicted_needs_work                            | Total                     | 8
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 8
flow.wrk.flows_evicted                                       | Total                     | 55
tcp.sessions                                                 | Total                     | 683
tcp.ssn_from_cache                                           | Total                     | 8
tcp.ssn_from_pool                                            | Total                     | 675
tcp.segment_from_cache                                       | Total                     | 5924
tcp.segment_from_pool                                        | Total                     | 12308
tcp.stream_depth_reached                                     | Total                     | 7
tcp.overlap                                                  | Total                     | 110
tcp.overlap_diff_data                                        | Total                     | 3
detect.alert                                                 | Total                     | 12550
detect.alerts_suppressed                                     | Total                     | 241
app_layer.flow.http                                          | Total                     | 14
app_layer.tx.http                                            | Total                     | 14
app_layer.flow.tls                                           | Total                     | 516
